# Motion State      
# Angle Units       : radians
# Time              	centreOfRotation	centreOfMass	rotation	velocity	omega
8.89235             	(-1.096442702789e-01 0.000000000000e+00 -3.788113292471e-02)	(-1.096442702789e-01 0.000000000000e+00 -3.788113292471e-02)	(0.000000000000e+00 -3.549381098655e-02 0.000000000000e+00)	(-1.230966888961e-01 0.000000000000e+00 1.455846216574e-01)	(0.000000000000e+00 2.187730784838e-01 0.000000000000e+00)
8.9                 	(-1.105497519961e-01 0.000000000000e+00 -3.675161323221e-02)	(-1.105497519961e-01 0.000000000000e+00 -3.675161323221e-02)	(0.000000000000e+00 -3.378810586884e-02 0.000000000000e+00)	(-1.135262961413e-01 0.000000000000e+00 1.496005405676e-01)	(0.000000000000e+00 2.269927452805e-01 0.000000000000e+00)
8.90769             	(-1.113855510281e-01 0.000000000000e+00 -3.558539477221e-02)	(-1.113855510281e-01 0.000000000000e+00 -3.558539477221e-02)	(0.000000000000e+00 -3.200647447200e-02 0.000000000000e+00)	(-1.037716975732e-01 0.000000000000e+00 1.536202787715e-01)	(0.000000000000e+00 2.362406658180e-01 0.000000000000e+00)
8.91479             	(-1.120899807001e-01 0.000000000000e+00 -3.448153838018e-02)	(-1.120899807001e-01 0.000000000000e+00 -3.448153838018e-02)	(0.000000000000e+00 -3.029839970893e-02 0.000000000000e+00)	(-9.463352186322e-02 0.000000000000e+00 1.573029543255e-01)	(0.000000000000e+00 2.448756941445e-01 0.000000000000e+00)
8.92254             	(-1.127839490429e-01 0.000000000000e+00 -3.324752269347e-02)	(-1.127839490429e-01 0.000000000000e+00 -3.324752269347e-02)	(0.000000000000e+00 -2.836749967005e-02 0.000000000000e+00)	(-8.453515048949e-02 0.000000000000e+00 1.613170544394e-01)	(0.000000000000e+00 2.536807737522e-01 0.000000000000e+00)
8.92958             	(-1.133465234257e-01 0.000000000000e+00 -3.209903007227e-02)	(-1.133465234257e-01 0.000000000000e+00 -3.209903007227e-02)	(0.000000000000e+00 -2.655479736554e-02 0.000000000000e+00)	(-7.523448709417e-02 0.000000000000e+00 1.648743585719e-01)	(0.000000000000e+00 2.611593357108e-01 0.000000000000e+00)
8.93662             	(-1.138434545337e-01 0.000000000000e+00 -3.092575649633e-02)	(-1.138434545337e-01 0.000000000000e+00 -3.092575649633e-02)	(0.000000000000e+00 -2.468895174992e-02 0.000000000000e+00)	(-6.589150642112e-02 0.000000000000e+00 1.683551132162e-01)	(0.000000000000e+00 2.687743486623e-01 0.000000000000e+00)
8.94296             	(-1.142342579162e-01 0.000000000000e+00 -2.984908442374e-02)	(-1.142342579162e-01 0.000000000000e+00 -2.984908442374e-02)	(0.000000000000e+00 -2.296432988377e-02 0.000000000000e+00)	(-5.742623772045e-02 0.000000000000e+00 1.714144154122e-01)	(0.000000000000e+00 2.754729755976e-01 0.000000000000e+00)
8.9493              	(-1.145713941686e-01 0.000000000000e+00 -2.875331545291e-02)	(-1.145713941686e-01 0.000000000000e+00 -2.875331545291e-02)	(0.000000000000e+00 -2.119949403430e-02 0.000000000000e+00)	(-4.895571187051e-02 0.000000000000e+00 1.743814479879e-01)	(0.000000000000e+00 2.814640075003e-01 0.000000000000e+00)
8.95564             	(-1.148550279522e-01 0.000000000000e+00 -2.763892029236e-02)	(-1.148550279522e-01 0.000000000000e+00 -2.763892029236e-02)	(0.000000000000e+00 -1.939862959709e-02 0.000000000000e+00)	(-4.054246813831e-02 0.000000000000e+00 1.772922442596e-01)	(0.000000000000e+00 2.868419395147e-01 0.000000000000e+00)
8.96197             	(-1.150855907323e-01 0.000000000000e+00 -2.650611086345e-02)	(-1.150855907323e-01 0.000000000000e+00 -2.650611086345e-02)	(0.000000000000e+00 -1.756506606664e-02 0.000000000000e+00)	(-3.220812174146e-02 0.000000000000e+00 1.801924462461e-01)	(0.000000000000e+00 2.917824552353e-01 0.000000000000e+00)
8.96831             	(-1.152633380799e-01 0.000000000000e+00 -2.535516304214e-02)	(-1.152633380799e-01 0.000000000000e+00 -2.535516304214e-02)	(0.000000000000e+00 -1.569982723325e-02 0.000000000000e+00)	(-2.387545161691e-02 0.000000000000e+00 1.830161181357e-01)	(0.000000000000e+00 2.968378610354e-01 0.000000000000e+00)
8.97465             	(-1.153883636524e-01 0.000000000000e+00 -2.418652825247e-02)	(-1.153883636524e-01 0.000000000000e+00 -2.418652825247e-02)	(0.000000000000e+00 -1.380182873153e-02 0.000000000000e+00)	(-1.557068700716e-02 0.000000000000e+00 1.857738744051e-01)	(0.000000000000e+00 3.021206835437e-01 0.000000000000e+00)
8.98099             	(-1.154608605648e-01 0.000000000000e+00 -2.300049738936e-02)	(-1.154608605648e-01 0.000000000000e+00 -2.300049738936e-02)	(0.000000000000e+00 -1.186995752544e-02 0.000000000000e+00)	(-7.298963535910e-03 0.000000000000e+00 1.885057883697e-01)	(0.000000000000e+00 3.075272275284e-01 0.000000000000e+00)
8.98732             	(-1.154806771423e-01 0.000000000000e+00 -2.179752610435e-02)	(-1.154806771423e-01 0.000000000000e+00 -2.179752610435e-02)	(0.000000000000e+00 -9.905482228994e-03 0.000000000000e+00)	(1.053779372123e-03 0.000000000000e+00 1.911196620326e-01)	(0.000000000000e+00 3.124090638300e-01 0.000000000000e+00)
8.99366             	(-1.154473794187e-01 0.000000000000e+00 -2.057837110786e-02)	(-1.154473794187e-01 0.000000000000e+00 -2.057837110786e-02)	(0.000000000000e+00 -7.911926003116e-03 0.000000000000e+00)	(9.462424776824e-03 0.000000000000e+00 1.936127774282e-01)	(0.000000000000e+00 3.167037379905e-01 0.000000000000e+00)
9                   	(-1.153605699075e-01 0.000000000000e+00 -1.934389090235e-02)	(-1.153605699075e-01 0.000000000000e+00 -1.934389090235e-02)	(0.000000000000e+00 -5.890939560286e-03 0.000000000000e+00)	(1.794061661429e-02 0.000000000000e+00 1.959557031905e-01)	(0.000000000000e+00 3.210653113841e-01 0.000000000000e+00)
9.00714             	(-1.151981854634e-01 0.000000000000e+00 -1.793531778446e-02)	(-1.151981854634e-01 0.000000000000e+00 -1.793531778446e-02)	(0.000000000000e+00 -3.579925129573e-03 0.000000000000e+00)	(2.753662374851e-02 0.000000000000e+00 1.984472613784e-01)	(0.000000000000e+00 3.260236875933e-01 0.000000000000e+00)
9.01558             	(-1.149172938473e-01 0.000000000000e+00 -1.624829684997e-02)	(-1.149172938473e-01 0.000000000000e+00 -1.624829684997e-02)	(0.000000000000e+00 -8.052094723026e-04 0.000000000000e+00)	(3.902457015723e-02 0.000000000000e+00 2.012497317245e-01)	(0.000000000000e+00 3.313758356633e-01 0.000000000000e+00)
9.02614             	(-1.144291412567e-01 0.000000000000e+00 -1.410737639340e-02)	(-1.144291412567e-01 0.000000000000e+00 -1.410737639340e-02)	(0.000000000000e+00 2.721224655725e-03 0.000000000000e+00)	(5.351360990741e-02 0.000000000000e+00 2.045403284860e-01)	(0.000000000000e+00 3.370247125583e-01 0.000000000000e+00)
9.03845             	(-1.136650666682e-01 0.000000000000e+00 -1.156797480036e-02)	(-1.136650666682e-01 0.000000000000e+00 -1.156797480036e-02)	(0.000000000000e+00 6.909318472248e-03 0.000000000000e+00)	(7.063624586170e-02 0.000000000000e+00 2.080182390017e-01)	(0.000000000000e+00 3.433858131975e-01 0.000000000000e+00)
9.05384             	(-1.124114745340e-01 0.000000000000e+00 -8.338139473627e-03)	(-1.124114745340e-01 0.000000000000e+00 -8.338139473627e-03)	(0.000000000000e+00 1.224461172000e-02 0.000000000000e+00)	(9.231383712110e-02 0.000000000000e+00 2.117647204068e-01)	(0.000000000000e+00 3.500448051342e-01 0.000000000000e+00)
9.06153             	(-1.116586829209e-01 0.000000000000e+00 -6.702928315109e-03)	(-1.116586829209e-01 0.000000000000e+00 -6.702928315109e-03)	(0.000000000000e+00 1.495413063348e-02 0.000000000000e+00)	(1.033767195064e-01 0.000000000000e+00 2.132910787874e-01)	(0.000000000000e+00 3.542675955384e-01 0.000000000000e+00)
9.06794             	(-1.109664227496e-01 0.000000000000e+00 -5.331298553471e-03)	(-1.109664227496e-01 0.000000000000e+00 -5.331298553471e-03)	(0.000000000000e+00 1.726279010324e-02 0.000000000000e+00)	(1.125665230137e-01 0.000000000000e+00 2.145573835659e-01)	(0.000000000000e+00 3.658752810903e-01 0.000000000000e+00)
9.07435             	(-1.102153400160e-01 0.000000000000e+00 -3.952863206053e-03)	(-1.102153400160e-01 0.000000000000e+00 -3.952863206053e-03)	(0.000000000000e+00 1.963746537407e-02 0.000000000000e+00)	(1.217249837503e-01 0.000000000000e+00 2.154135088052e-01)	(0.000000000000e+00 3.748570245204e-01 0.000000000000e+00)
9.07948             	(-1.095722702047e-01 0.000000000000e+00 -2.846852494280e-03)	(-1.095722702047e-01 0.000000000000e+00 -2.846852494280e-03)	(0.000000000000e+00 2.156986506020e-02 0.000000000000e+00)	(1.290201775695e-01 0.000000000000e+00 2.158289909718e-01)	(0.000000000000e+00 3.786042249147e-01 0.000000000000e+00)
9.08461             	(-1.088917774125e-01 0.000000000000e+00 -1.739117509661e-03)	(-1.088917774125e-01 0.000000000000e+00 -1.739117509661e-03)	(0.000000000000e+00 2.351928419076e-02 0.000000000000e+00)	(1.363164929797e-01 0.000000000000e+00 2.160856572357e-01)	(0.000000000000e+00 3.814921775759e-01 0.000000000000e+00)
9.08974             	(-1.081737330091e-01 0.000000000000e+00 -6.304472969830e-04)	(-1.081737330091e-01 0.000000000000e+00 -6.304472969830e-04)	(0.000000000000e+00 2.547922021484e-02 0.000000000000e+00)	(1.436618887125e-01 0.000000000000e+00 2.161934947575e-01)	(0.000000000000e+00 3.827031656366e-01 0.000000000000e+00)
9.09487             	(-1.074179368416e-01 0.000000000000e+00 4.784494200223e-04)	(-1.074179368416e-01 0.000000000000e+00 4.784494200223e-04)	(0.000000000000e+00 2.744439933215e-02 0.000000000000e+00)	(1.510362251595e-01 0.000000000000e+00 2.161738455283e-01)	(0.000000000000e+00 3.835361219233e-01 0.000000000000e+00)
9.1                 	(-1.066243079432e-01 0.000000000000e+00 1.586863897057e-03)	(-1.066243079432e-01 0.000000000000e+00 1.586863897057e-03)	(0.000000000000e+00 2.941208809431e-02 0.000000000000e+00)	(1.584131641112e-01 0.000000000000e+00 2.160053168041e-01)	(0.000000000000e+00 3.836810073956e-01 0.000000000000e+00)
9.10556             	(-1.057220256228e-01 0.000000000000e+00 2.785971187538e-03)	(-1.057220256228e-01 0.000000000000e+00 2.785971187538e-03)	(0.000000000000e+00 3.154215768192e-02 0.000000000000e+00)	(1.664164745193e-01 0.000000000000e+00 2.156729754273e-01)	(0.000000000000e+00 3.831435066448e-01 0.000000000000e+00)
9.11146             	(-1.047146162549e-01 0.000000000000e+00 4.057483531316e-03)	(-1.047146162549e-01 0.000000000000e+00 4.057483531316e-03)	(0.000000000000e+00 3.379891639203e-02 0.000000000000e+00)	(1.749260326583e-01 0.000000000000e+00 2.151447964033e-01)	(0.000000000000e+00 3.814977988408e-01 0.000000000000e+00)
9.11736             	(-1.036569406102e-01 0.000000000000e+00 5.325389459596e-03)	(-1.036569406102e-01 0.000000000000e+00 5.325389459596e-03)	(0.000000000000e+00 3.604220509008e-02 0.000000000000e+00)	(1.834478840767e-01 0.000000000000e+00 2.144508712536e-01)	(0.000000000000e+00 3.785782758010e-01 0.000000000000e+00)
9.12326             	(-1.025488952201e-01 0.000000000000e+00 6.588804648343e-03)	(-1.025488952201e-01 0.000000000000e+00 6.588804648343e-03)	(0.000000000000e+00 3.826519844180e-02 0.000000000000e+00)	(1.919925103911e-01 0.000000000000e+00 2.136230943332e-01)	(0.000000000000e+00 3.746202194327e-01 0.000000000000e+00)
9.12875             	(-1.014747997939e-01 0.000000000000e+00 7.757350346589e-03)	(-1.014747997939e-01 0.000000000000e+00 7.757350346589e-03)	(0.000000000000e+00 4.030724428457e-02 0.000000000000e+00)	(1.999387624216e-01 0.000000000000e+00 2.127630370417e-01)	(0.000000000000e+00 3.704913836818e-01 0.000000000000e+00)
9.13423             	(-1.003570950008e-01 0.000000000000e+00 8.920846347898e-03)	(-1.003570950008e-01 0.000000000000e+00 8.920846347898e-03)	(0.000000000000e+00 4.232768627399e-02 0.000000000000e+00)	(2.079050161067e-01 0.000000000000e+00 2.117804036083e-01)	(0.000000000000e+00 3.667376319218e-01 0.000000000000e+00)
9.13929             	(-9.928660541669e-02 0.000000000000e+00 9.989832241536e-03)	(-9.928660541669e-02 0.000000000000e+00 9.989832241536e-03)	(0.000000000000e+00 4.417638016902e-02 0.000000000000e+00)	(2.152605750533e-01 0.000000000000e+00 2.107824340247e-01)	(0.000000000000e+00 3.640374899712e-01 0.000000000000e+00)
9.14435             	(-9.817890909782e-02 0.000000000000e+00 1.105357446296e-02)	(-9.817890909782e-02 0.000000000000e+00 1.105357446296e-02)	(0.000000000000e+00 4.601223262884e-02 0.000000000000e+00)	(2.226126159773e-01 0.000000000000e+00 2.097075338981e-01)	(0.000000000000e+00 3.616618125869e-01 0.000000000000e+00)
9.1494              	(-9.703408042933e-02 0.000000000000e+00 1.211166403456e-02)	(-9.703408042933e-02 0.000000000000e+00 1.211166403456e-02)	(0.000000000000e+00 4.783566161148e-02 0.000000000000e+00)	(2.299387485235e-01 0.000000000000e+00 2.085478900545e-01)	(0.000000000000e+00 3.591264027906e-01 0.000000000000e+00)
9.15446             	(-9.585229466215e-02 0.000000000000e+00 1.316360688521e-02)	(-9.585229466215e-02 0.000000000000e+00 1.316360688521e-02)	(0.000000000000e+00 4.964604465621e-02 0.000000000000e+00)	(2.372214963073e-01 0.000000000000e+00 2.072776606777e-01)	(0.000000000000e+00 3.565047438237e-01 0.000000000000e+00)
9.15952             	(-9.463383968614e-02 0.000000000000e+00 1.420885378208e-02)	(-9.463383968614e-02 0.000000000000e+00 1.420885378208e-02)	(0.000000000000e+00 5.144291140982e-02 0.000000000000e+00)	(2.444338006337e-01 0.000000000000e+00 2.059009123979e-01)	(0.000000000000e+00 3.537833927254e-01 0.000000000000e+00)
9.16402             	(-9.352030040236e-02 0.000000000000e+00 1.513186804152e-02)	(-9.352030040236e-02 0.000000000000e+00 1.513186804152e-02)	(0.000000000000e+00 5.302841626044e-02 0.000000000000e+00)	(2.507700052983e-01 0.000000000000e+00 2.045676249816e-01)	(0.000000000000e+00 3.512974549071e-01 0.000000000000e+00)
9.16916             	(-9.221302651258e-02 0.000000000000e+00 1.617916658829e-02)	(-9.221302651258e-02 0.000000000000e+00 1.617916658829e-02)	(0.000000000000e+00 5.482725702102e-02 0.000000000000e+00)	(2.579204852359e-01 0.000000000000e+00 2.029531067881e-01)	(0.000000000000e+00 3.486605924199e-01 0.000000000000e+00)
9.1743              	(-9.086919460310e-02 0.000000000000e+00 1.721797876486e-02)	(-9.086919460310e-02 0.000000000000e+00 1.721797876486e-02)	(0.000000000000e+00 5.661257896778e-02 0.000000000000e+00)	(2.649953002355e-01 0.000000000000e+00 2.012653553430e-01)	(0.000000000000e+00 3.460370592148e-01 0.000000000000e+00)
9.17944             	(-8.948914070913e-02 0.000000000000e+00 1.824800429917e-02)	(-8.948914070913e-02 0.000000000000e+00 1.824800429917e-02)	(0.000000000000e+00 5.838692012157e-02 0.000000000000e+00)	(2.720150435447e-01 0.000000000000e+00 1.995340256467e-01)	(0.000000000000e+00 3.443887473179e-01 0.000000000000e+00)
9.18458             	(-8.807320968246e-02 0.000000000000e+00 1.926899997205e-02)	(-8.807320968246e-02 0.000000000000e+00 1.926899997205e-02)	(0.000000000000e+00 6.015581771377e-02 0.000000000000e+00)	(2.789556465558e-01 0.000000000000e+00 1.977516258434e-01)	(0.000000000000e+00 3.439200529532e-01 0.000000000000e+00)
9.18972             	(-8.662176376426e-02 0.000000000000e+00 2.028076738839e-02)	(-8.662176376426e-02 0.000000000000e+00 2.028076738839e-02)	(0.000000000000e+00 6.192514303818e-02 0.000000000000e+00)	(2.858344527712e-01 0.000000000000e+00 1.959431220699e-01)	(0.000000000000e+00 3.445562904047e-01 0.000000000000e+00)
9.19486             	(-8.513517189657e-02 0.000000000000e+00 2.128299246945e-02)	(-8.513517189657e-02 0.000000000000e+00 2.128299246945e-02)	(0.000000000000e+00 6.369862826618e-02 0.000000000000e+00)	(2.926314739413e-01 0.000000000000e+00 1.940384386098e-01)	(0.000000000000e+00 3.455390914107e-01 0.000000000000e+00)
9.2                 	(-8.361390076475e-02 0.000000000000e+00 2.227510284163e-02)	(-8.361390076475e-02 0.000000000000e+00 2.227510284163e-02)	(0.000000000000e+00 6.547574952934e-02 0.000000000000e+00)	(2.993286666065e-01 0.000000000000e+00 1.920071837814e-01)	(0.000000000000e+00 3.459705845414e-01 0.000000000000e+00)
9.20526             	(-8.202070773638e-02 0.000000000000e+00 2.327981104690e-02)	(-8.202070773638e-02 0.000000000000e+00 2.327981104690e-02)	(0.000000000000e+00 6.729460038402e-02 0.000000000000e+00)	(3.060914469534e-01 0.000000000000e+00 1.897797067466e-01)	(0.000000000000e+00 3.451919616141e-01 0.000000000000e+00)
9.21053             	(-8.039231945217e-02 0.000000000000e+00 2.427234180062e-02)	(-8.039231945217e-02 0.000000000000e+00 2.427234180062e-02)	(0.000000000000e+00 6.910487986424e-02 0.000000000000e+00)	(3.127027123112e-01 0.000000000000e+00 1.873795795401e-01)	(0.000000000000e+00 3.427117606738e-01 0.000000000000e+00)
9.21579             	(-7.872961639227e-02 0.000000000000e+00 2.525178164356e-02)	(-7.872961639227e-02 0.000000000000e+00 2.525178164356e-02)	(0.000000000000e+00 7.089746902247e-02 0.000000000000e+00)	(3.191308786177e-01 0.000000000000e+00 1.848049861833e-01)	(0.000000000000e+00 3.384678755694e-01 0.000000000000e+00)
9.22105             	(-7.703355664199e-02 0.000000000000e+00 2.621727090452e-02)	(-7.703355664199e-02 0.000000000000e+00 2.621727090452e-02)	(0.000000000000e+00 7.266352098559e-02 0.000000000000e+00)	(3.253780736852e-01 0.000000000000e+00 1.820782061987e-01)	(0.000000000000e+00 3.326260285703e-01 0.000000000000e+00)
9.22632             	(-7.530512169856e-02 0.000000000000e+00 2.716803712136e-02)	(-7.530512169856e-02 0.000000000000e+00 2.716803712136e-02)	(0.000000000000e+00 7.439523296079e-02 0.000000000000e+00)	(3.314332600044e-01 0.000000000000e+00 1.792100880854e-01)	(0.000000000000e+00 3.254173132928e-01 0.000000000000e+00)
9.23123             	(-7.366367149913e-02 0.000000000000e+00 2.804151938312e-02)	(-7.366367149913e-02 0.000000000000e+00 2.804151938312e-02)	(0.000000000000e+00 7.597506489866e-02 0.000000000000e+00)	(3.368769076951e-01 0.000000000000e+00 1.764191847277e-01)	(0.000000000000e+00 3.177923507339e-01 0.000000000000e+00)
9.23614             	(-7.199587718493e-02 0.000000000000e+00 2.890111039838e-02)	(-7.199587718493e-02 0.000000000000e+00 2.890111039838e-02)	(0.000000000000e+00 7.751731941284e-02 0.000000000000e+00)	(3.421589165257e-01 0.000000000000e+00 1.735542923050e-01)	(0.000000000000e+00 3.101178841460e-01 0.000000000000e+00)
9.24146             	(-7.016020202747e-02 0.000000000000e+00 2.981626534178e-02)	(-7.016020202747e-02 0.000000000000e+00 2.981626534178e-02)	(0.000000000000e+00 7.914594331091e-02 0.000000000000e+00)	(3.477377654562e-01 0.000000000000e+00 1.703798856420e-01)	(0.000000000000e+00 3.019501823752e-01 0.000000000000e+00)
9.24732             	(-6.810663060282e-02 0.000000000000e+00 3.080310856180e-02)	(-6.810663060282e-02 0.000000000000e+00 3.080310856180e-02)	(0.000000000000e+00 8.088869306881e-02 0.000000000000e+00)	(3.538881923921e-01 0.000000000000e+00 1.667797322346e-01)	(0.000000000000e+00 2.934663259766e-01 0.000000000000e+00)
9.25317             	(-6.601772181502e-02 0.000000000000e+00 3.176873322873e-02)	(-6.601772181502e-02 0.000000000000e+00 3.176873322873e-02)	(0.000000000000e+00 8.258156928831e-02 0.000000000000e+00)	(3.598108425747e-01 0.000000000000e+00 1.631303407438e-01)	(0.000000000000e+00 2.849103998863e-01 0.000000000000e+00)
9.25986             	(-6.358869322454e-02 0.000000000000e+00 3.284582058012e-02)	(-6.358869322454e-02 0.000000000000e+00 3.284582058012e-02)	(0.000000000000e+00 8.445425005929e-02 0.000000000000e+00)	(3.663563479869e-01 0.000000000000e+00 1.588617842092e-01)	(0.000000000000e+00 2.749194900404e-01 0.000000000000e+00)
9.26559             	(-6.147217537675e-02 0.000000000000e+00 3.374609493853e-02)	(-6.147217537675e-02 0.000000000000e+00 3.374609493853e-02)	(0.000000000000e+00 8.600610673182e-02 0.000000000000e+00)	(3.718402384098e-01 0.000000000000e+00 1.551287738696e-01)	(0.000000000000e+00 2.663226231813e-01 0.000000000000e+00)
9.27133             	(-5.932524486329e-02 0.000000000000e+00 3.462480260230e-02)	(-5.932524486329e-02 0.000000000000e+00 3.462480260230e-02)	(0.000000000000e+00 8.750771618050e-02 0.000000000000e+00)	(3.769632017475e-01 0.000000000000e+00 1.513397779066e-01)	(0.000000000000e+00 2.573941214146e-01 0.000000000000e+00)
9.27611             	(-5.751402081091e-02 0.000000000000e+00 3.534030664491e-02)	(-5.751402081091e-02 0.000000000000e+00 3.534030664491e-02)	(0.000000000000e+00 8.872003737323e-02 0.000000000000e+00)	(3.810951927248e-01 0.000000000000e+00 1.481179579677e-01)	(0.000000000000e+00 2.499930466369e-01 0.000000000000e+00)
9.28208             	(-5.522256788600e-02 0.000000000000e+00 3.621293273445e-02)	(-5.522256788600e-02 0.000000000000e+00 3.621293273445e-02)	(0.000000000000e+00 9.018814698095e-02 0.000000000000e+00)	(3.861459842553e-01 0.000000000000e+00 1.440551622243e-01)	(0.000000000000e+00 2.415585749621e-01 0.000000000000e+00)
9.28805             	(-5.290127020747e-02 0.000000000000e+00 3.706106684319e-02)	(-5.290127020747e-02 0.000000000000e+00 3.706106684319e-02)	(0.000000000000e+00 9.160641285559e-02 0.000000000000e+00)	(3.910878586547e-01 0.000000000000e+00 1.399173511981e-01)	(0.000000000000e+00 2.333042901775e-01 0.000000000000e+00)
9.29403             	(-5.055105757834e-02 0.000000000000e+00 3.788423495200e-02)	(-5.055105757834e-02 0.000000000000e+00 3.788423495200e-02)	(0.000000000000e+00 9.297496992470e-02 0.000000000000e+00)	(3.958272351444e-01 0.000000000000e+00 1.356958332258e-01)	(0.000000000000e+00 2.249146801368e-01 0.000000000000e+00)
9.3                 	(-4.817352679584e-02 0.000000000000e+00 3.868189716036e-02)	(-4.817352679584e-02 0.000000000000e+00 3.868189716036e-02)	(0.000000000000e+00 9.428915293072e-02 0.000000000000e+00)	(4.002343318543e-01 0.000000000000e+00 1.313772365438e-01)	(0.000000000000e+00 2.150970569850e-01 0.000000000000e+00)
9.30588             	(-4.580712838457e-02 0.000000000000e+00 3.944213919471e-02)	(-4.580712838457e-02 0.000000000000e+00 3.944213919471e-02)	(0.000000000000e+00 9.552660491569e-02 0.000000000000e+00)	(4.043452388865e-01 0.000000000000e+00 1.271007786780e-01)	(0.000000000000e+00 2.056271479946e-01 0.000000000000e+00)
9.31142             	(-4.355832179916e-02 0.000000000000e+00 4.013459926805e-02)	(-4.355832179916e-02 0.000000000000e+00 4.013459926805e-02)	(0.000000000000e+00 9.664145245542e-02 0.000000000000e+00)	(4.080398346874e-01 0.000000000000e+00 1.230463684033e-01)	(0.000000000000e+00 1.971030015867e-01 0.000000000000e+00)
9.31696             	(-4.128941620844e-02 0.000000000000e+00 4.080462188023e-02)	(-4.128941620844e-02 0.000000000000e+00 4.080462188023e-02)	(0.000000000000e+00 9.771280876950e-02 0.000000000000e+00)	(4.116058760004e-01 0.000000000000e+00 1.189952491286e-01)	(0.000000000000e+00 1.899172811559e-01 0.000000000000e+00)
9.32215             	(-3.914489692471e-02 0.000000000000e+00 4.141237065004e-02)	(-3.914489692471e-02 0.000000000000e+00 4.141237065004e-02)	(0.000000000000e+00 9.868001979415e-02 0.000000000000e+00)	(4.147520341562e-01 0.000000000000e+00 1.151868017231e-01)	(0.000000000000e+00 1.827742239519e-01 0.000000000000e+00)
9.32771             	(-3.682963105829e-02 0.000000000000e+00 4.204159320251e-02)	(-3.682963105829e-02 0.000000000000e+00 4.204159320251e-02)	(0.000000000000e+00 9.967654842846e-02 0.000000000000e+00)	(4.179236437226e-01 0.000000000000e+00 1.111055123047e-01)	(0.000000000000e+00 1.756146034909e-01 0.000000000000e+00)
9.33327             	(-3.449756355338e-02 0.000000000000e+00 4.264782725653e-02)	(-3.449756355338e-02 0.000000000000e+00 4.264782725653e-02)	(0.000000000000e+00 1.006277384398e-01 0.000000000000e+00)	(4.207943491944e-01 0.000000000000e+00 1.069190107519e-01)	(0.000000000000e+00 1.664664515293e-01 0.000000000000e+00)
9.33933             	(-3.193610715448e-02 0.000000000000e+00 4.328232756346e-02)	(-3.193610715448e-02 0.000000000000e+00 4.328232756346e-02)	(0.000000000000e+00 1.016037890305e-01 0.000000000000e+00)	(4.236542773219e-01 0.000000000000e+00 1.022546260509e-01)	(0.000000000000e+00 1.553009577327e-01 0.000000000000e+00)
9.3454              	(-2.935823703393e-02 0.000000000000e+00 4.388826085156e-02)	(-2.935823703393e-02 0.000000000000e+00 4.388826085156e-02)	(0.000000000000e+00 1.025071569738e-01 0.000000000000e+00)	(4.262052186949e-01 0.000000000000e+00 9.750111614619e-02)	(0.000000000000e+00 1.425032348099e-01 0.000000000000e+00)
9.35147             	(-2.676566937738e-02 0.000000000000e+00 4.446532626548e-02)	(-2.676566937738e-02 0.000000000000e+00 4.446532626548e-02)	(0.000000000000e+00 1.033324589299e-01 0.000000000000e+00)	(4.284994171515e-01 0.000000000000e+00 9.273762637812e-02)	(0.000000000000e+00 1.295644846271e-01 0.000000000000e+00)
9.35753             	(-2.416003750935e-02 0.000000000000e+00 4.501330164681e-02)	(-2.416003750935e-02 0.000000000000e+00 4.501330164681e-02)	(0.000000000000e+00 1.040750196762e-01 0.000000000000e+00)	(4.305118687702e-01 0.000000000000e+00 8.791082327255e-02)	(0.000000000000e+00 1.152242015743e-01 0.000000000000e+00)
9.3636              	(-2.154257463715e-02 0.000000000000e+00 4.553177019560e-02)	(-2.154257463715e-02 0.000000000000e+00 4.553177019560e-02)	(0.000000000000e+00 1.047309833510e-01 0.000000000000e+00)	(4.323996678444e-01 0.000000000000e+00 8.300991457740e-02)	(0.000000000000e+00 1.010158071484e-01 0.000000000000e+00)
9.36967             	(-1.891424056920e-02 0.000000000000e+00 4.602028414571e-02)	(-1.891424056920e-02 0.000000000000e+00 4.602028414571e-02)	(0.000000000000e+00 1.052968302554e-01 0.000000000000e+00)	(4.340956283242e-01 0.000000000000e+00 7.803549517833e-02)	(0.000000000000e+00 8.551374508737e-02 0.000000000000e+00)
9.37573             	(-1.627609160535e-02 0.000000000000e+00 4.647865520565e-02)	(-1.627609160535e-02 0.000000000000e+00 4.647865520565e-02)	(0.000000000000e+00 1.057740826921e-01 0.000000000000e+00)	(4.356352282044e-01 0.000000000000e+00 7.307259669221e-02)	(0.000000000000e+00 7.181030663401e-02 0.000000000000e+00)
9.3818              	(-1.362922884702e-02 0.000000000000e+00 4.690663238176e-02)	(-1.362922884702e-02 0.000000000000e+00 4.690663238176e-02)	(0.000000000000e+00 1.061643305946e-01 0.000000000000e+00)	(4.369681337554e-01 0.000000000000e+00 6.801532529551e-02)	(0.000000000000e+00 5.682932828332e-02 0.000000000000e+00)
9.38787             	(-1.097473120177e-02 0.000000000000e+00 4.730417781696e-02)	(-1.097473120177e-02 0.000000000000e+00 4.730417781696e-02)	(0.000000000000e+00 1.064708189565e-01 0.000000000000e+00)	(4.381521035426e-01 0.000000000000e+00 6.304012275210e-02)	(0.000000000000e+00 4.419930862441e-02 0.000000000000e+00)
