# Motion State      
# Angle Units       : radians
# Time              	centreOfRotation	centreOfMass	rotation	velocity	omega
6.30667             	(5.922705033294e-02 0.000000000000e+00 -6.274700745801e-02)	(5.922705033294e-02 0.000000000000e+00 -6.274700745801e-02)	(0.000000000000e+00 1.843487723357e-02 0.000000000000e+00)	(-3.130548442716e-01 0.000000000000e+00 -3.553368369025e-02)	(0.000000000000e+00 -1.587294672763e-01 0.000000000000e+00)
6.31385             	(5.696948229420e-02 0.000000000000e+00 -6.299331981408e-02)	(5.696948229420e-02 0.000000000000e+00 -6.299331981408e-02)	(0.000000000000e+00 1.726224234390e-02 0.000000000000e+00)	(-3.158418964293e-01 0.000000000000e+00 -3.307944697852e-02)	(0.000000000000e+00 -1.679423219877e-01 0.000000000000e+00)
6.32103             	(5.469243148613e-02 0.000000000000e+00 -6.322226321975e-02)	(5.469243148613e-02 0.000000000000e+00 -6.322226321975e-02)	(0.000000000000e+00 1.602542137307e-02 0.000000000000e+00)	(-3.184820402500e-01 0.000000000000e+00 -3.069526041460e-02)	(0.000000000000e+00 -1.766093297502e-01 0.000000000000e+00)
6.32821             	(5.239696747163e-02 0.000000000000e+00 -6.343429602573e-02)	(5.239696747163e-02 0.000000000000e+00 -6.343429602573e-02)	(0.000000000000e+00 1.472891099693e-02 0.000000000000e+00)	(-3.209711385999e-01 0.000000000000e+00 -2.836869468458e-02)	(0.000000000000e+00 -1.845693779391e-01 0.000000000000e+00)
6.33538             	(5.008413765833e-02 0.000000000000e+00 -6.362980813288e-02)	(5.008413765833e-02 0.000000000000e+00 -6.362980813288e-02)	(0.000000000000e+00 1.337710483209e-02 0.000000000000e+00)	(-3.233195149110e-01 0.000000000000e+00 -2.609311672930e-02)	(0.000000000000e+00 -1.920126398147e-01 0.000000000000e+00)
6.34185             	(4.798848286212e-02 0.000000000000e+00 -6.379188384288e-02)	(4.798848286212e-02 0.000000000000e+00 -6.379188384288e-02)	(0.000000000000e+00 1.211438775714e-02 0.000000000000e+00)	(-3.253375591046e-01 0.000000000000e+00 -2.407115249593e-02)	(0.000000000000e+00 -1.988351821161e-01 0.000000000000e+00)
6.34831             	(4.588002356182e-02 0.000000000000e+00 -6.394096092331e-02)	(4.588002356182e-02 0.000000000000e+00 -6.394096092331e-02)	(0.000000000000e+00 1.080677056500e-02 0.000000000000e+00)	(-3.272827409315e-01 0.000000000000e+00 -2.206975195209e-02)	(0.000000000000e+00 -2.059105479594e-01 0.000000000000e+00)
6.35569             	(4.345536633871e-02 0.000000000000e+00 -6.409565059414e-02)	(4.345536633871e-02 0.000000000000e+00 -6.409565059414e-02)	(0.000000000000e+00 9.256131957853e-03 0.000000000000e+00)	(-3.293973716245e-01 0.000000000000e+00 -1.982312059950e-02)	(0.000000000000e+00 -2.140622264892e-01 0.000000000000e+00)
6.36455             	(4.052590845333e-02 0.000000000000e+00 -6.425980705199e-02)	(4.052590845333e-02 0.000000000000e+00 -6.425980705199e-02)	(0.000000000000e+00 7.317014579468e-03 0.000000000000e+00)	(-3.317673683362e-01 0.000000000000e+00 -1.722348031771e-02)	(0.000000000000e+00 -2.235953260382e-01 0.000000000000e+00)
6.37342             	(3.757634267404e-02 0.000000000000e+00 -6.440160529886e-02)	(3.757634267404e-02 0.000000000000e+00 -6.440160529886e-02)	(0.000000000000e+00 5.296195483113e-03 0.000000000000e+00)	(-3.339354096150e-01 0.000000000000e+00 -1.477714990227e-02)	(0.000000000000e+00 -2.325012231342e-01 0.000000000000e+00)
6.38228             	(3.460857444580e-02 0.000000000000e+00 -6.452235865993e-02)	(3.460857444580e-02 0.000000000000e+00 -6.452235865993e-02)	(0.000000000000e+00 3.202019313105e-03 0.000000000000e+00)	(-3.358753318197e-01 0.000000000000e+00 -1.247390959844e-02)	(0.000000000000e+00 -2.401503532553e-01 0.000000000000e+00)
6.39114             	(3.162450117852e-02 0.000000000000e+00 -6.462348123047e-02)	(3.162450117852e-02 0.000000000000e+00 -6.462348123047e-02)	(0.000000000000e+00 1.046796850914e-03 0.000000000000e+00)	(-3.376151662537e-01 0.000000000000e+00 -1.034676563604e-02)	(0.000000000000e+00 -2.462775101605e-01 0.000000000000e+00)
6.4                 	(2.862595916288e-02 0.000000000000e+00 -6.470649337886e-02)	(2.862595916288e-02 0.000000000000e+00 -6.470649337886e-02)	(0.000000000000e+00 -1.155201560684e-03 0.000000000000e+00)	(-3.391406335781e-01 0.000000000000e+00 -8.386654966460e-03)	(0.000000000000e+00 -2.507057262295e-01 0.000000000000e+00)
6.40833             	(2.579467801274e-02 0.000000000000e+00 -6.476951966862e-02)	(2.579467801274e-02 0.000000000000e+00 -6.476951966862e-02)	(0.000000000000e+00 -3.259091123600e-03 0.000000000000e+00)	(-3.403680698910e-01 0.000000000000e+00 -6.738005926575e-03)	(0.000000000000e+00 -2.542312944393e-01 0.000000000000e+00)
6.41667             	(2.295381298106e-02 0.000000000000e+00 -6.481881840411e-02)	(2.295381298106e-02 0.000000000000e+00 -6.481881840411e-02)	(0.000000000000e+00 -5.393177094389e-03 0.000000000000e+00)	(-3.414406102530e-01 0.000000000000e+00 -5.092044629202e-03)	(0.000000000000e+00 -2.579530603168e-01 0.000000000000e+00)
6.425               	(2.010468309138e-02 0.000000000000e+00 -6.485457343348e-02)	(2.010468309138e-02 0.000000000000e+00 -6.485457343348e-02)	(0.000000000000e+00 -7.558070259729e-03 0.000000000000e+00)	(-3.423514741342e-01 0.000000000000e+00 -3.487557933359e-03)	(0.000000000000e+00 -2.616249712764e-01 0.000000000000e+00)
6.43333             	(1.724881794247e-02 0.000000000000e+00 -6.487707593021e-02)	(1.724881794247e-02 0.000000000000e+00 -6.487707593021e-02)	(0.000000000000e+00 -9.749463997137e-03 0.000000000000e+00)	(-3.430568669975e-01 0.000000000000e+00 -1.911465189977e-03)	(0.000000000000e+00 -2.643122129440e-01 0.000000000000e+00)
6.44167             	(1.438839377320e-02 0.000000000000e+00 -6.488661968524e-02)	(1.438839377320e-02 0.000000000000e+00 -6.488661968524e-02)	(0.000000000000e+00 -1.195569953875e-02 0.000000000000e+00)	(-3.434453220813e-01 0.000000000000e+00 -3.775020541312e-04)	(0.000000000000e+00 -2.651851900199e-01 0.000000000000e+00)
6.45                	(1.152576186141e-02 0.000000000000e+00 -6.488369640812e-02)	(1.152576186141e-02 0.000000000000e+00 -6.488369640812e-02)	(0.000000000000e+00 -1.416328630557e-02 0.000000000000e+00)	(-3.435864779036e-01 0.000000000000e+00 1.080546612068e-03)	(0.000000000000e+00 -2.646350839129e-01 0.000000000000e+00)
6.45833             	(8.663051042146e-03 0.000000000000e+00 -6.486886659214e-02)	(8.663051042146e-03 0.000000000000e+00 -6.486886659214e-02)	(0.000000000000e+00 -1.635986162725e-02 0.000000000000e+00)	(-3.434639962390e-01 0.000000000000e+00 2.480008685792e-03)	(0.000000000000e+00 -2.625408991058e-01 0.000000000000e+00)
6.46667             	(5.802178156691e-03 0.000000000000e+00 -6.484250286999e-02)	(5.802178156691e-03 0.000000000000e+00 -6.484250286999e-02)	(0.000000000000e+00 -1.853687928556e-02 0.000000000000e+00)	(-3.431451774514e-01 0.000000000000e+00 3.848653273661e-03)	(0.000000000000e+00 -2.599407387284e-01 0.000000000000e+00)
6.475               	(2.944663878662e-03 0.000000000000e+00 -6.480459699672e-02)	(2.944663878662e-03 0.000000000000e+00 -6.480459699672e-02)	(0.000000000000e+00 -2.069322401816e-02 0.000000000000e+00)	(-3.426577618600e-01 0.000000000000e+00 5.250157815680e-03)	(0.000000000000e+00 -2.575796359930e-01 0.000000000000e+00)
6.48333             	(9.237745079936e-05 0.000000000000e+00 -6.475474480691e-02)	(9.237745079936e-05 0.000000000000e+00 -6.475474480691e-02)	(0.000000000000e+00 -2.282448566964e-02 0.000000000000e+00)	(-3.418902132783e-01 0.000000000000e+00 6.715833414778e-03)	(0.000000000000e+00 -2.539195002293e-01 0.000000000000e+00)
6.49167             	(-2.752299337718e-03 0.000000000000e+00 -6.469277390654e-02)	(-2.752299337718e-03 0.000000000000e+00 -6.469277390654e-02)	(0.000000000000e+00 -2.492056520192e-02 0.000000000000e+00)	(-3.408311569094e-01 0.000000000000e+00 8.158625466573e-03)	(0.000000000000e+00 -2.491348028210e-01 0.000000000000e+00)
6.5                 	(-5.587341865450e-03 0.000000000000e+00 -6.461905709928e-02)	(-5.587341865450e-03 0.000000000000e+00 -6.461905709928e-02)	(0.000000000000e+00 -2.697608638308e-02 0.000000000000e+00)	(-3.395777963858e-01 0.000000000000e+00 9.534784435544e-03)	(0.000000000000e+00 -2.441853311855e-01 0.000000000000e+00)
6.50769             	(-8.194218882973e-03 0.000000000000e+00 -6.454090684183e-02)	(-8.194218882973e-03 0.000000000000e+00 -6.454090684183e-02)	(0.000000000000e+00 -2.883442715852e-02 0.000000000000e+00)	(-3.382088592331e-01 0.000000000000e+00 1.078553324918e-02)	(0.000000000000e+00 -2.389780631612e-01 0.000000000000e+00)
6.51538             	(-1.079020710335e-02 0.000000000000e+00 -6.445318847823e-02)	(-1.079020710335e-02 0.000000000000e+00 -6.445318847823e-02)	(0.000000000000e+00 -3.065325583679e-02 0.000000000000e+00)	(-3.367466158211e-01 0.000000000000e+00 1.202247823317e-02)	(0.000000000000e+00 -2.339123274535e-01 0.000000000000e+00)
6.52385             	(-1.363266366168e-02 0.000000000000e+00 -6.434579314824e-02)	(-1.363266366168e-02 0.000000000000e+00 -6.434579314824e-02)	(0.000000000000e+00 -3.261369177393e-02 0.000000000000e+00)	(-3.351051110063e-01 0.000000000000e+00 1.336321322640e-02)	(0.000000000000e+00 -2.294589861676e-01 0.000000000000e+00)
6.53337             	(-1.681284082131e-02 0.000000000000e+00 -6.421150282273e-02)	(-1.681284082131e-02 0.000000000000e+00 -6.421150282273e-02)	(0.000000000000e+00 -3.477079218848e-02 0.000000000000e+00)	(-3.330512686905e-01 0.000000000000e+00 1.485280940607e-02)	(0.000000000000e+00 -2.237442751065e-01 0.000000000000e+00)
6.54288             	(-1.997235857464e-02 0.000000000000e+00 -6.406312835478e-02)	(-1.997235857464e-02 0.000000000000e+00 -6.406312835478e-02)	(0.000000000000e+00 -3.686496303840e-02 0.000000000000e+00)	(-3.307643157638e-01 0.000000000000e+00 1.632228565985e-02)	(0.000000000000e+00 -2.162356271402e-01 0.000000000000e+00)
6.55104             	(-2.266247791441e-02 0.000000000000e+00 -6.392488866645e-02)	(-2.266247791441e-02 0.000000000000e+00 -6.392488866645e-02)	(0.000000000000e+00 -3.860138372414e-02 0.000000000000e+00)	(-3.286298054000e-01 0.000000000000e+00 1.756397053850e-02)	(0.000000000000e+00 -2.093852191576e-01 0.000000000000e+00)
6.56084             	(-2.586729564215e-02 0.000000000000e+00 -6.374522655147e-02)	(-2.586729564215e-02 0.000000000000e+00 -6.374522655147e-02)	(0.000000000000e+00 -4.060638672138e-02 0.000000000000e+00)	(-3.259992435530e-01 0.000000000000e+00 1.913626047846e-02)	(0.000000000000e+00 -2.001572313037e-01 0.000000000000e+00)
6.56867             	(-2.841173140510e-02 0.000000000000e+00 -6.358985190050e-02)	(-2.841173140510e-02 0.000000000000e+00 -6.358985190050e-02)	(0.000000000000e+00 -4.214280697301e-02 0.000000000000e+00)	(-3.236719825781e-01 0.000000000000e+00 2.053711916169e-02)	(0.000000000000e+00 -1.921305975583e-01 0.000000000000e+00)
6.5765              	(-3.093763461509e-02 0.000000000000e+00 -6.342316676775e-02)	(-3.093763461509e-02 0.000000000000e+00 -6.342316676775e-02)	(0.000000000000e+00 -4.361034620910e-02 0.000000000000e+00)	(-3.212672291346e-01 0.000000000000e+00 2.202426439336e-02)	(0.000000000000e+00 -1.825682308847e-01 0.000000000000e+00)
6.58433             	(-3.344413514509e-02 0.000000000000e+00 -6.324469585402e-02)	(-3.344413514509e-02 0.000000000000e+00 -6.324469585402e-02)	(0.000000000000e+00 -4.500135717084e-02 0.000000000000e+00)	(-3.187177304312e-01 0.000000000000e+00 2.354643047069e-02)	(0.000000000000e+00 -1.725901342246e-01 0.000000000000e+00)
6.59217             	(-3.593034591922e-02 0.000000000000e+00 -6.305413675962e-02)	(-3.593034591922e-02 0.000000000000e+00 -6.305413675962e-02)	(0.000000000000e+00 -4.631534435292e-02 0.000000000000e+00)	(-3.160865419871e-01 0.000000000000e+00 2.511079492148e-02)	(0.000000000000e+00 -1.629019552890e-01 0.000000000000e+00)
6.6                 	(-3.839589683348e-02 0.000000000000e+00 -6.285086662440e-02)	(-3.839589683348e-02 0.000000000000e+00 -6.285086662440e-02)	(0.000000000000e+00 -4.755307214431e-02 0.000000000000e+00)	(-3.134426131803e-01 0.000000000000e+00 2.679207127435e-02)	(0.000000000000e+00 -1.531186458462e-01 0.000000000000e+00)
6.60625             	(-4.034822352278e-02 0.000000000000e+00 -6.267894862102e-02)	(-4.034822352278e-02 0.000000000000e+00 -6.267894862102e-02)	(0.000000000000e+00 -4.848271997492e-02 0.000000000000e+00)	(-3.112997845654e-01 0.000000000000e+00 2.822312085495e-02)	(0.000000000000e+00 -1.443599012061e-01 0.000000000000e+00)
6.61346             	(-4.258433681291e-02 0.000000000000e+00 -6.246918505581e-02)	(-4.258433681291e-02 0.000000000000e+00 -6.246918505581e-02)	(0.000000000000e+00 -4.948326772758e-02 0.000000000000e+00)	(-3.088465146296e-01 0.000000000000e+00 2.995303781357e-02)	(0.000000000000e+00 -1.331140963932e-01 0.000000000000e+00)
6.62067             	(-4.480223159663e-02 0.000000000000e+00 -6.224701798860e-02)	(-4.480223159663e-02 0.000000000000e+00 -6.224701798860e-02)	(0.000000000000e+00 -5.040323185491e-02 0.000000000000e+00)	(-3.062470392449e-01 0.000000000000e+00 3.166300546091e-02)	(0.000000000000e+00 -1.220115190100e-01 0.000000000000e+00)
6.62728             	(-4.681875366900e-02 0.000000000000e+00 -6.203242677353e-02)	(-4.681875366900e-02 0.000000000000e+00 -6.203242677353e-02)	(0.000000000000e+00 -5.117863153926e-02 0.000000000000e+00)	(-3.038401408421e-01 0.000000000000e+00 3.326219042893e-02)	(0.000000000000e+00 -1.125726921191e-01 0.000000000000e+00)
6.63389             	(-4.881945878776e-02 0.000000000000e+00 -6.180699857789e-02)	(-4.881945878776e-02 0.000000000000e+00 -6.180699857789e-02)	(0.000000000000e+00 -5.189352368535e-02 0.000000000000e+00)	(-3.014617203046e-01 0.000000000000e+00 3.494176506298e-02)	(0.000000000000e+00 -1.037058102877e-01 0.000000000000e+00)
6.6399              	(-5.062455864462e-02 0.000000000000e+00 -6.159221990877e-02)	(-5.062455864462e-02 0.000000000000e+00 -6.159221990877e-02)	(0.000000000000e+00 -5.249296074008e-02 0.000000000000e+00)	(-2.992733236639e-01 0.000000000000e+00 3.653817242917e-02)	(0.000000000000e+00 -9.577891463088e-02 0.000000000000e+00)
6.64591             	(-5.241673314348e-02 0.000000000000e+00 -6.136764420945e-02)	(-5.241673314348e-02 0.000000000000e+00 -6.136764420945e-02)	(0.000000000000e+00 -5.304388635155e-02 0.000000000000e+00)	(-2.971602364676e-01 0.000000000000e+00 3.820228441430e-02)	(0.000000000000e+00 -8.756091086394e-02 0.000000000000e+00)
6.65192             	(-5.419588045524e-02 0.000000000000e+00 -6.113297443191e-02)	(-5.419588045524e-02 0.000000000000e+00 -6.113297443191e-02)	(0.000000000000e+00 -5.354452784772e-02 0.000000000000e+00)	(-2.949377664180e-01 0.000000000000e+00 3.989751277978e-02)	(0.000000000000e+00 -7.904406221346e-02 0.000000000000e+00)
6.65726             	(-5.576607720385e-02 0.000000000000e+00 -6.091572674448e-02)	(-5.576607720385e-02 0.000000000000e+00 -6.091572674448e-02)	(0.000000000000e+00 -5.394649351791e-02 0.000000000000e+00)	(-2.929419003936e-01 0.000000000000e+00 4.144156544602e-02)	(0.000000000000e+00 -7.144428492725e-02 0.000000000000e+00)
6.66261             	(-5.732590265311e-02 0.000000000000e+00 -6.069006912681e-02)	(-5.732590265311e-02 0.000000000000e+00 -6.069006912681e-02)	(0.000000000000e+00 -5.430834488392e-02 0.000000000000e+00)	(-2.910548607687e-01 0.000000000000e+00 4.304625129694e-02)	(0.000000000000e+00 -6.402544766917e-02 0.000000000000e+00)
6.66795             	(-5.887551775017e-02 0.000000000000e+00 -6.045571714062e-02)	(-5.887551775017e-02 0.000000000000e+00 -6.045571714062e-02)	(0.000000000000e+00 -5.463032989618e-02 0.000000000000e+00)	(-2.891190958060e-01 0.000000000000e+00 4.469678286510e-02)	(0.000000000000e+00 -5.651823370927e-02 0.000000000000e+00)
6.67329             	(-6.041475639385e-02 0.000000000000e+00 -6.021239054403e-02)	(-6.041475639385e-02 0.000000000000e+00 -6.021239054403e-02)	(0.000000000000e+00 -5.491222498864e-02 0.000000000000e+00)	(-2.871699031949e-01 0.000000000000e+00 4.640640451964e-02)	(0.000000000000e+00 -4.901578646205e-02 0.000000000000e+00)
6.67863             	(-6.194341851887e-02 0.000000000000e+00 -5.995976697330e-02)	(-6.194341851887e-02 0.000000000000e+00 -5.995976697330e-02)	(0.000000000000e+00 -5.515380406762e-02 0.000000000000e+00)	(-2.851591856964e-01 0.000000000000e+00 4.817763158977e-02)	(0.000000000000e+00 -4.142382875009e-02 0.000000000000e+00)
6.68397             	(-6.346117291468e-02 0.000000000000e+00 -5.969753794666e-02)	(-6.346117291468e-02 0.000000000000e+00 -5.969753794666e-02)	(0.000000000000e+00 -5.535480176089e-02 0.000000000000e+00)	(-2.830859868951e-01 0.000000000000e+00 5.000274109111e-02)	(0.000000000000e+00 -3.382210588790e-02 0.000000000000e+00)
6.68932             	(-6.496768096010e-02 0.000000000000e+00 -5.942541803810e-02)	(-6.496768096010e-02 0.000000000000e+00 -5.942541803810e-02)	(0.000000000000e+00 -5.551556628379e-02 0.000000000000e+00)	(-2.809484878108e-01 0.000000000000e+00 5.188083076360e-02)	(0.000000000000e+00 -2.636067004787e-02 0.000000000000e+00)
6.69466             	(-6.646261931871e-02 0.000000000000e+00 -5.914310878841e-02)	(-6.646261931871e-02 0.000000000000e+00 -5.914310878841e-02)	(0.000000000000e+00 -5.563721660337e-02 0.000000000000e+00)	(-2.787542394055e-01 0.000000000000e+00 5.381768917983e-02)	(0.000000000000e+00 -1.917802695947e-02 0.000000000000e+00)
6.7                 	(-6.794564260896e-02 0.000000000000e+00 -5.885025241742e-02)	(-6.794564260896e-02 0.000000000000e+00 -5.885025241742e-02)	(0.000000000000e+00 -5.572114848611e-02 0.000000000000e+00)	(-2.764874136372e-01 0.000000000000e+00 5.582974817782e-02)	(0.000000000000e+00 -1.223913104436e-02 0.000000000000e+00)
6.705               	(-6.932259722760e-02 0.000000000000e+00 -5.856630096218e-02)	(-6.932259722760e-02 0.000000000000e+00 -5.856630096218e-02)	(0.000000000000e+00 -5.576590344186e-02 0.000000000000e+00)	(-2.742922386459e-01 0.000000000000e+00 5.775275692691e-02)	(0.000000000000e+00 -5.656268393676e-03 0.000000000000e+00)
6.70975             	(-7.062034331168e-02 0.000000000000e+00 -5.828758683115e-02)	(-7.062034331168e-02 0.000000000000e+00 -5.828758683115e-02)	(0.000000000000e+00 -5.577732741787e-02 0.000000000000e+00)	(-2.721249979340e-01 0.000000000000e+00 5.960241105714e-02)	(0.000000000000e+00 8.526821830817e-04 0.000000000000e+00)
6.7145              	(-7.190757577454e-02 0.000000000000e+00 -5.800002933564e-02)	(-7.190757577454e-02 0.000000000000e+00 -5.800002933564e-02)	(0.000000000000e+00 -5.575706220010e-02 0.000000000000e+00)	(-2.698653583685e-01 0.000000000000e+00 6.147630304646e-02)	(0.000000000000e+00 7.686875281550e-03 0.000000000000e+00)
6.71925             	(-7.318387984295e-02 0.000000000000e+00 -5.770350497778e-02)	(-7.318387984295e-02 0.000000000000e+00 -5.770350497778e-02)	(0.000000000000e+00 -5.570392827125e-02 0.000000000000e+00)	(-2.675234864599e-01 0.000000000000e+00 6.337795981811e-02)	(0.000000000000e+00 1.469231072253e-02 0.000000000000e+00)
6.72374             	(-7.437880082105e-02 0.000000000000e+00 -5.741506145707e-02)	(-7.437880082105e-02 0.000000000000e+00 -5.741506145707e-02)	(0.000000000000e+00 -5.562313097224e-02 0.000000000000e+00)	(-2.651943728059e-01 0.000000000000e+00 6.521789554085e-02)	(0.000000000000e+00 2.133541925412e-02 0.000000000000e+00)
6.72822             	(-7.556312532922e-02 0.000000000000e+00 -5.711825052226e-02)	(-7.556312532922e-02 0.000000000000e+00 -5.711825052226e-02)	(0.000000000000e+00 -5.551305470303e-02 0.000000000000e+00)	(-2.627992976796e-01 0.000000000000e+00 6.710837454118e-02)	(0.000000000000e+00 2.774524061546e-02 0.000000000000e+00)
